case_id,source_layer,source_layer_name,source_id,parent_type,type_name,street_address,city_name,created_at,last_action_at,closed_at,status_desc,comments,department,division,dept_div,dept_div_id,category_zh,status_zh,keywords_zh,retrieval_text_zh,raw_text_en,dataset_split
br311-1-1100551,1,Closed Status,1100551,RECYCLING,NEW RESIDENT RECYCLING CART REQUEST,2267 PERKINS LN,BATON ROUGE,2025-01-02T22:15:00+00:00,2025-01-08T16:26:00+00:00,2025-01-08 10:26,CLOSED,NEW RESIDENT RECYCLING SERVICE. GATE CODE #2151,ENVIRONMENTAL SERVICES,RECYCLING,DES - RECYCLING,56,资源回收,已关闭,回收、资源回收、可回收物,事项类别：资源回收；关键词：回收、资源回收、可回收物；事项状态：已关闭,RECYCLING NEW RESIDENT RECYCLING CART REQUEST NEW RESIDENT RECYCLING SERVICE. GATE CODE #2151 ENVIRONMENTAL SERVICES RECYCLING,test
br311-1-1100564,1,Closed Status,1100564,GARBAGE,MISSED WOODY WASTE SERVICE,1815 POTWIN DR,BATON ROUGE,2025-01-02T22:55:00+00:00,2025-01-03T20:35:00+00:00,2025-01-03 14:35,CLOSED,MISSED TRASH PICK UP ON THURSDAY 1-2-25 TREE DEBRIS,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSED WOODY WASTE SERVICE MISSED TRASH PICK UP ON THURSDAY 1-2-25 TREE DEBRIS ENVIRONMENTAL SERVICES SANITATION,test
br311-1-1100567,1,Closed Status,1100567,GARBAGE,DAMAGED GARBAGE CART,10355 SPRINGPARK AVE,BATON ROUGE,2025-01-02T23:02:00+00:00,2025-02-11T14:49:00+00:00,2025-02-11 08:49,CLOSED,96 GAL CART LID AND HINGES ARE BROKEN,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE DAMAGED GARBAGE CART 96 GAL CART LID AND HINGES ARE BROKEN ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-1100661,1,Closed Status,1100661,RECYCLING,DAMAGED RECYCLING CART,624 GREENWICH DR,BATON ROUGE,2025-01-03T16:58:00+00:00,2025-01-08T16:18:00+00:00,2025-01-08 10:18,CLOSED,REPLACE RECYCLE CART LID,ENVIRONMENTAL SERVICES,RECYCLING,DES - RECYCLING,56,资源回收,已关闭,回收、资源回收、可回收物,事项类别：资源回收；关键词：回收、资源回收、可回收物；事项状态：已关闭,RECYCLING DAMAGED RECYCLING CART REPLACE RECYCLE CART LID ENVIRONMENTAL SERVICES RECYCLING,retrieval
br311-1-1100663,1,Closed Status,1100663,GARBAGE,MISSED WOODY WASTE SERVICE,2726 FINCH ST,BATON ROUGE,2025-01-03T17:06:00+00:00,2025-01-07T00:31:00+00:00,2025-01-06 18:31,CLOSED,"COUCH, WOOD AND FLOORING THAT NEEDS TO BE PICKED UP AT THE CURBSIDE AND HAS BEEN OUT THER EFOR TWO WEEKS.",ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,"GARBAGE MISSED WOODY WASTE SERVICE COUCH, WOOD AND FLOORING THAT NEEDS TO BE PICKED UP AT THE CURBSIDE AND HAS BEEN OUT THER EFOR TWO WEEKS. ENVIRONMENTAL SERVICES SANITATION",retrieval
br311-1-1100675,1,Closed Status,1100675,GARBAGE,DAMAGED GARBAGE CART,6255 SILVERLEAF AVE,BATON ROUGE,2025-01-03T17:34:00+00:00,2025-02-20T17:48:00+00:00,2025-02-20 11:48,CLOSED,"CALLER GARBAGE CART IS CRACKED ..., GAVE ID#",ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,"GARBAGE DAMAGED GARBAGE CART CALLER GARBAGE CART IS CRACKED ..., GAVE ID# ENVIRONMENTAL SERVICES SANITATION",retrieval
br311-1-1100683,1,Closed Status,1100683,GARBAGE,DAMAGED GARBAGE CART,10613 FLINTWOOD AVE,BATON ROUGE,2025-01-03T17:40:00+00:00,2025-02-25T20:03:00+00:00,2025-02-25 14:03,CLOSED,CART IS SPLIT AND CRACKED,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE DAMAGED GARBAGE CART CART IS SPLIT AND CRACKED ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-1100688,1,Closed Status,1100688,GARBAGE,REQUEST PICK-UP OF UNWANTED GARBAGE CART,10002 BREEDEN DR,BATON ROUGE,2025-01-03T18:05:00+00:00,2025-01-15T20:27:00+00:00,2025-01-15 14:27,CLOSED,PICKUP UNWANTED 96 GALLON CART,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE REQUEST PICK-UP OF UNWANTED GARBAGE CART PICKUP UNWANTED 96 GALLON CART ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-1100770,1,Closed Status,1100770,NEIGHBORHOOD/SUBDIVISION ISSUES,UTILITY ISSUES (EXISTING UTILITIES BEING RELOCATED),11128 TALTON AVE,BATON ROUGE,2025-01-03T21:59:00+00:00,2025-01-14T22:00:00+00:00,2025-01-14 16:00,CLOSED,"I HAVE OR HAD AN ATTITUDE TELEPHONE POLE IN MY BACKYARD, ON MAY 18, 2024 MY NEIGHBORS TREE FELL AND TOOK OUT THE POLE. I CANT SEEM TO FIND ANY WAY TO GET ATT TO COME REPLACE THE POLE. ENTERGY HAS COME OUT AND SAID THEY HAVE NO SERVICE ON THIS LINE, THAT THIS IS THE RESPONSIBILITY OF ATT.",TRANSPORTATION AND DEVELOPMENT,FIELD ENGINEERING,TAD - FIELD ENGINEERING,65,社区与小区问题,已关闭,社区、小区、邻里,事项类别：社区与小区问题；关键词：社区、小区、邻里；事项状态：已关闭,"NEIGHBORHOOD/SUBDIVISION ISSUES UTILITY ISSUES (EXISTING UTILITIES BEING RELOCATED) I HAVE OR HAD AN ATTITUDE TELEPHONE POLE IN MY BACKYARD, ON MAY 18, 2024 MY NEIGHBORS TREE FELL AND TOOK OUT THE POLE. I CANT SEEM TO FIND ANY WAY TO GET ATT TO COME REPLACE THE POLE. ENTERGY HAS COME OUT AND SAID THEY HAVE NO SERVICE ON THIS LINE, THAT THIS IS THE RESPONSIBILITY OF ATT. TRANSPORTATION AND DEVELOPMENT FIELD ENGINEERING",test
br311-1-1100799,1,Closed Status,1100799,ROAD MAINTENANCE ISSUES,POTHOLE,12998 FLORIDA BLVD,BATON ROUGE,2025-01-03T23:28:00+00:00,2025-01-16T13:29:00+00:00,2025-01-16 07:29,CLOSED,SEVERAL ENORMOUS POTHOLES AT THE TURN ONTO FLORIDA BOULEVARD FROM FLANNERY,MAINTENANCE,STREET MAINTENANCE,DOM - STREET MAINTENANCE,64,道路维护,已关闭,道路、路面、坑洞、道路维护,事项类别：道路维护；关键词：道路、路面、坑洞、道路维护；事项状态：已关闭,ROAD MAINTENANCE ISSUES POTHOLE SEVERAL ENORMOUS POTHOLES AT THE TURN ONTO FLORIDA BOULEVARD FROM FLANNERY MAINTENANCE STREET MAINTENANCE,retrieval
br311-1-1100881,1,Closed Status,1100881,GARBAGE,SAME DAY SERVICE STATUS,1509 N MARQUE ANN DR,BATON ROUGE,2025-01-04T19:02:00+00:00,2025-01-05T07:59:00+00:00,2025-01-05 01:59,CLOSED,ENTIRE STREET GARBAGE CARTS HASN’T BEEN SERVICED TODAY (SAT 1/4),ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE SAME DAY SERVICE STATUS ENTIRE STREET GARBAGE CARTS HASN’T BEEN SERVICED TODAY (SAT 1/4) ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-1100886,1,Closed Status,1100886,GARBAGE,SAME DAY SERVICE STATUS,11737 KINGSTON DR,BATON ROUGE,2025-01-04T19:35:00+00:00,2025-01-05T07:59:00+00:00,2025-01-05 01:59,CLOSED,GARBAGE CART WASN’T SERVICED TODAY (SAT 1/4).,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE SAME DAY SERVICE STATUS GARBAGE CART WASN’T SERVICED TODAY (SAT 1/4). ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-1100892,1,Closed Status,1100892,ROAD MAINTENANCE ISSUES,POTHOLE,1826 SUGAR CANE LN,BATON ROUGE,2025-01-04T19:57:00+00:00,2025-01-07T14:41:00+00:00,2025-01-07 08:41,CLOSED,POT HOLE FOR REPAIR,MAINTENANCE,STREET MAINTENANCE,DOM - STREET MAINTENANCE,64,道路维护,已关闭,道路、路面、坑洞、道路维护,事项类别：道路维护；关键词：道路、路面、坑洞、道路维护；事项状态：已关闭,ROAD MAINTENANCE ISSUES POTHOLE POT HOLE FOR REPAIR MAINTENANCE STREET MAINTENANCE,retrieval
br311-1-11010,1,Closed Status,11010,GARBAGE,MISSED DEAD ANIMAL PICK-UP,19320 AUGUSTA POINTE CT,BATON ROUGE,2012-06-01T19:52:00+00:00,2021-10-18T17:52:00+00:00,2021-10-18 12:52,CLOSED,THURSDAY,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSED DEAD ANIMAL PICK-UP THURSDAY ENVIRONMENTAL SERVICES SANITATION,test
br311-1-1101071,1,Closed Status,1101071,ROAD MAINTENANCE ISSUES,POTHOLE,20602 TUCKER RD,ZACHARY,2025-01-06T16:48:00+00:00,2025-01-15T19:45:00+00:00,2025-01-15 13:45,CLOSED,BAAAAD POTHOLE OR TWO. MAY CAUSE A WRECK,MAINTENANCE,STREET MAINTENANCE,DOM - STREET MAINTENANCE,64,道路维护,已关闭,道路、路面、坑洞、道路维护,事项类别：道路维护；关键词：道路、路面、坑洞、道路维护；事项状态：已关闭,ROAD MAINTENANCE ISSUES POTHOLE BAAAAD POTHOLE OR TWO. MAY CAUSE A WRECK MAINTENANCE STREET MAINTENANCE,retrieval
br311-1-1101102,1,Closed Status,1101102,SEWER/WASTEWATER,INSIDE RESIDENTIAL BACKUP,538 S FLANNERY RD,BATON ROUGE,2025-01-06T17:26:00+00:00,2025-01-06T20:04:00+00:00,2025-01-06 14:04,CLOSED,B/U,ENVIRONMENTAL SERVICES,WW OPERATIONS,DES - WW OPERATIONS,58,污水与下水道,已关闭,污水、下水道、排污、堵塞、污水回流,事项类别：污水与下水道；关键词：污水、下水道、排污、堵塞、污水回流；事项状态：已关闭,SEWER/WASTEWATER INSIDE RESIDENTIAL BACKUP B/U ENVIRONMENTAL SERVICES WW OPERATIONS,validation
br311-1-1101162,1,Closed Status,1101162,GARBAGE,MISSING GARBAGE CART,12647 BROOKSHIRE AVE,BATON ROUGE,2025-01-06T18:49:00+00:00,2025-01-10T17:03:00+00:00,2025-01-10 11:03,CLOSED,96 GALLON GARBAGE CART DROPPED IN REPUBLIC TRUCK,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSING GARBAGE CART 96 GALLON GARBAGE CART DROPPED IN REPUBLIC TRUCK ENVIRONMENTAL SERVICES SANITATION,validation
br311-1-1101257,1,Closed Status,1101257,GARBAGE,MISSED GARBAGE SERVICE DAY (GENERAL PICK-UP),6678 MYRTLEWOOD DR,BATON ROUGE,2025-01-06T21:09:00+00:00,2025-01-07T15:41:00+00:00,2025-01-07 09:41,CLOSED,MISSED GARBAGE CART ON SATURDAY 1-4-25,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSED GARBAGE SERVICE DAY (GENERAL PICK-UP) MISSED GARBAGE CART ON SATURDAY 1-4-25 ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-1101278,1,Closed Status,1101278,GARBAGE,NEW RESIDENT REQUEST FOR GARBAGE CART,6037 DONNYBROOK AVE,GREENWELL SPRINGS,2025-01-06T21:43:00+00:00,2025-01-29T17:21:00+00:00,2025-01-29 11:21,CLOSED,NEW RESIDENT 96-GAL CART,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE NEW RESIDENT REQUEST FOR GARBAGE CART NEW RESIDENT 96-GAL CART ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-1101331,1,Closed Status,1101331,GARBAGE,SAME DAY SERVICE STATUS,18219 GREEN LAKES CT,BATON ROUGE,2025-01-06T23:42:00+00:00,2025-01-07T07:59:00+00:00,2025-01-07 01:59,CLOSED,CALLER STATED THAT THE ENTIRE STREET WAS MISSED ON SERVICE DAY MONDAY.  01/06/2024,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE SAME DAY SERVICE STATUS CALLER STATED THAT THE ENTIRE STREET WAS MISSED ON SERVICE DAY MONDAY.  01/06/2024 ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-1101337,1,Closed Status,1101337,BLIGHTED PROPERTIES,"JUNK, INOPERABLE, OR ABANDONED VEHICLE",4747 MADISON AVE,BATON ROUGE,2025-01-07T00:22:00+00:00,2025-02-14T17:50:00+00:00,2025-02-14 11:50,CLOSED,THIS VEHICLE HAS BEEN PARKED ALONG THE SERVITUDE FOR MONTHS. ITS AN EYE SORE.,DEVELOPMENT,BLIGHT ENFORCEMENT,DOD - BLIGHT ENFORCEMENT,59,环境卫生与失管物业,已关闭,失管物业、环境卫生、废弃房屋,事项类别：环境卫生与失管物业；关键词：失管物业、环境卫生、废弃房屋；事项状态：已关闭,"BLIGHTED PROPERTIES JUNK, INOPERABLE, OR ABANDONED VEHICLE THIS VEHICLE HAS BEEN PARKED ALONG THE SERVITUDE FOR MONTHS. ITS AN EYE SORE. DEVELOPMENT BLIGHT ENFORCEMENT",retrieval
br311-1-1101370,1,Closed Status,1101370,GARBAGE,MISSED WOODY WASTE SERVICE,8375 ELM GROVE GARDEN DR,BATON ROUGE,2025-01-07T15:11:00+00:00,2025-01-08T20:57:00+00:00,2025-01-08 14:57,CLOSED,CALLER STATED THAT TREE DEBRIS BEEN MISSED FOR ONE WEEK PLEASE SERVICE ASAP.  THE TREE DEBRIS IS AT THE EDGE OF THE DRIVEWAY NEAR THE CANAL.,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSED WOODY WASTE SERVICE CALLER STATED THAT TREE DEBRIS BEEN MISSED FOR ONE WEEK PLEASE SERVICE ASAP.  THE TREE DEBRIS IS AT THE EDGE OF THE DRIVEWAY NEAR THE CANAL. ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-1101507,1,Closed Status,1101507,RECYCLING,NEW RESIDENT RECYCLING CART REQUEST,8116 STONELAKE CIRCLE EAST AVE,BATON ROUGE,2025-01-07T20:17:00+00:00,2025-01-23T17:10:00+00:00,2025-01-23 11:10,CLOSED,NEW RESIDENT RECYCLING CART,ENVIRONMENTAL SERVICES,RECYCLING,DES - RECYCLING,56,资源回收,已关闭,回收、资源回收、可回收物,事项类别：资源回收；关键词：回收、资源回收、可回收物；事项状态：已关闭,RECYCLING NEW RESIDENT RECYCLING CART REQUEST NEW RESIDENT RECYCLING CART ENVIRONMENTAL SERVICES RECYCLING,retrieval
br311-1-1101521,1,Closed Status,1101521,GARBAGE,NEW RESIDENT REQUEST FOR GARBAGE CART,7185 GREENWELL ST,BATON ROUGE,2025-01-07T21:03:00+00:00,2025-01-30T16:52:00+00:00,2025-01-30 10:52,CLOSED,"GOOD AFTERNOON,   I HAVE SEVERAL TENANTS IN NEED OF GARBAGE CANS FOR LOTS  2, 11, 14, 20, 22, 27, 28, 29, 30, 44, 45, 47, 51, 54, 55, 66, 67, 70, 71, 73, 75, 76   THANK YOU",ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,"GARBAGE NEW RESIDENT REQUEST FOR GARBAGE CART GOOD AFTERNOON,   I HAVE SEVERAL TENANTS IN NEED OF GARBAGE CANS FOR LOTS  2, 11, 14, 20, 22, 27, 28, 29, 30, 44, 45, 47, 51, 54, 55, 66, 67, 70, 71, 73, 75, 76   THANK YOU ENVIRONMENTAL SERVICES SANITATION",retrieval
br311-1-1101538,1,Closed Status,1101538,GARBAGE,MISSED GARBAGE PICKUP FOR DISABLED CUSTOMER,5555 MONTROSE AVE,BATON ROUGE,2025-01-07T21:41:00+00:00,2025-01-08T17:47:00+00:00,2025-01-08 11:47,CLOSED,"CALLER GARBAGE WAS MISSED ON TODAY (TUES. 1/7/25) B THIS IS A DISABLED SERVICE..., GAVE ID#",ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,"GARBAGE MISSED GARBAGE PICKUP FOR DISABLED CUSTOMER CALLER GARBAGE WAS MISSED ON TODAY (TUES. 1/7/25) B THIS IS A DISABLED SERVICE..., GAVE ID# ENVIRONMENTAL SERVICES SANITATION",retrieval
br311-1-1101657,1,Closed Status,1101657,GARBAGE,MISSED WOODY WASTE SERVICE,1521 URBAN ST,BATON ROUGE,2025-01-08T17:32:00+00:00,2025-01-09T17:50:00+00:00,2025-01-09 11:50,CLOSED,REQUESTING BOOM TRUCK FOR LARGE PILE OF TREE DEBRIS.,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSED WOODY WASTE SERVICE REQUESTING BOOM TRUCK FOR LARGE PILE OF TREE DEBRIS. ENVIRONMENTAL SERVICES SANITATION,validation
br311-1-1101753,1,Closed Status,1101753,GARBAGE,MISSED WOODY WASTE SERVICE,2625 WASHINGTON AVE,BATON ROUGE,2025-01-08T20:40:00+00:00,2025-01-09T17:49:00+00:00,2025-01-09 11:49,CLOSED,CALLER REQUESTING FOR OLD FURNITURE TOMBE PICKED UP.,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSED WOODY WASTE SERVICE CALLER REQUESTING FOR OLD FURNITURE TOMBE PICKED UP. ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-1101806,1,Closed Status,1101806,STREET/TRAFFIC ISSUES,STREET LIGHT OUTAGE OR DAMAGE,11227 FLAMINGO DR,BATON ROUGE,2025-01-08T22:54:00+00:00,2025-01-09T19:11:00+00:00,2025-01-09 13:11,CLOSED,STREET LIGHT ACROSS THE STREET FROM THE HOME IS OUT NEED TO BE REPLACED,TRANSPORTATION AND DEVELOPMENT,TRAFFIC ENGINEERING,TAD - TRAFFIC ENGINEERING,66,街道与交通,已关闭,街道、交通、信号灯、标志,事项类别：街道与交通；关键词：街道、交通、信号灯、标志；事项状态：已关闭,STREET/TRAFFIC ISSUES STREET LIGHT OUTAGE OR DAMAGE STREET LIGHT ACROSS THE STREET FROM THE HOME IS OUT NEED TO BE REPLACED TRANSPORTATION AND DEVELOPMENT TRAFFIC ENGINEERING,validation
br311-1-1101814,1,Closed Status,1101814,GARBAGE,SAME DAY SERVICE STATUS,6224 PROVINCE LN,BATON ROUGE,2025-01-08T23:15:00+00:00,2025-01-09T07:59:00+00:00,2025-01-09 01:59,CLOSED,SEVERAL OF OUR NEIGHBORS ON OUR STREET DID NOT HAVE THE GARBAGE PICKED UP. CAN YOU PLEASE SEND SOMEONE? I PAY FOR THE SERVICE!,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE SAME DAY SERVICE STATUS SEVERAL OF OUR NEIGHBORS ON OUR STREET DID NOT HAVE THE GARBAGE PICKED UP. CAN YOU PLEASE SEND SOMEONE? I PAY FOR THE SERVICE! ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-1101834,1,Closed Status,1101834,SEWER/WASTEWATER,INSIDE RESIDENTIAL BACKUP,9398 W DARRYL PKWY,BATON ROUGE,2025-01-09T01:56:00+00:00,2025-01-09T18:55:00+00:00,2025-01-09 12:55,CLOSED,B/U,ENVIRONMENTAL SERVICES,WW OPERATIONS,DES - WW OPERATIONS,58,污水与下水道,已关闭,污水、下水道、排污、堵塞、污水回流,事项类别：污水与下水道；关键词：污水、下水道、排污、堵塞、污水回流；事项状态：已关闭,SEWER/WASTEWATER INSIDE RESIDENTIAL BACKUP B/U ENVIRONMENTAL SERVICES WW OPERATIONS,validation
br311-1-11026,1,Closed Status,11026,GARBAGE,MISSED DEAD ANIMAL PICK-UP,3454 TECUMSEH ST,BATON ROUGE,2012-06-01T21:00:00+00:00,2012-06-04T09:50:00+00:00,2012-06-04 04:50,CLOSED,ENTIRE STREET WAS MISSED TODAY THURSDAY,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSED DEAD ANIMAL PICK-UP ENTIRE STREET WAS MISSED TODAY THURSDAY ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-1102859,1,Closed Status,1102859,GARBAGE,MISSED WOODY WASTE SERVICE,1472 KAUFMAN ST,BATON ROUGE,2025-01-09T15:30:00+00:00,2025-01-10T18:13:00+00:00,2025-01-10 12:13,CLOSED,MISSED JTD PICK UP,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSED WOODY WASTE SERVICE MISSED JTD PICK UP ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-110292,1,Closed Status,110292,SEWER/WASTEWATER,OUTSIDE OVERFLOW,1878 STAFFORD DR,BATON ROUGE,2014-07-01T13:39:00+00:00,2021-09-18T04:43:00+00:00,2021-09-17 23:43,CLOSED,6  NEEDS TO BE TELEVISED,ENVIRONMENTAL SERVICES,WW OPERATIONS,DES - WW OPERATIONS,58,污水与下水道,已关闭,污水、下水道、排污、堵塞、污水回流,事项类别：污水与下水道；关键词：污水、下水道、排污、堵塞、污水回流；事项状态：已关闭,SEWER/WASTEWATER OUTSIDE OVERFLOW 6  NEEDS TO BE TELEVISED ENVIRONMENTAL SERVICES WW OPERATIONS,retrieval
br311-1-11030,1,Closed Status,11030,"DRAINAGE, EROSION, FLOODING OR HOLES",REQUEST REMOVAL OF DEBRIS IN A DITCH/WATERWAY,3723 FAIRWOODS DR,BATON ROUGE,2012-06-01T21:04:00+00:00,2012-06-04T12:23:00+00:00,2012-06-04 07:23,CLOSED,DITCH IN FRONT OF THE ABOVE ADDRESS HAS STANDING WATER.,MAINTENANCE,DRAINAGE MAINTENANCE,DOM - DRAINAGE MAINTENANCE,62,排水、积水与洪涝,已关闭,排水、积水、内涝、洪涝、排水沟,事项类别：排水、积水与洪涝；关键词：排水、积水、内涝、洪涝、排水沟；事项状态：已关闭,"DRAINAGE, EROSION, FLOODING OR HOLES REQUEST REMOVAL OF DEBRIS IN A DITCH/WATERWAY DITCH IN FRONT OF THE ABOVE ADDRESS HAS STANDING WATER. MAINTENANCE DRAINAGE MAINTENANCE",retrieval
br311-1-110302,1,Closed Status,110302,RECYCLING,DAMAGED RECYCLING CART,2624 LANCELOT DR,BATON ROUGE,2014-07-01T14:06:00+00:00,2014-07-07T08:31:00+00:00,2014-07-07 03:31,CLOSED,DAMAGED RECYCLE CART. REQ FOR NEW CART.,ENVIRONMENTAL SERVICES,RECYCLING,DES - RECYCLING,56,资源回收,已关闭,回收、资源回收、可回收物,事项类别：资源回收；关键词：回收、资源回收、可回收物；事项状态：已关闭,RECYCLING DAMAGED RECYCLING CART DAMAGED RECYCLE CART. REQ FOR NEW CART. ENVIRONMENTAL SERVICES RECYCLING,retrieval
br311-1-1103048,1,Closed Status,1103048,RECYCLING,MISSED RECYCLING SERVICE,14215 WINTERSET DR,GREENWELL SPRINGS,2025-01-09T23:21:00+00:00,2025-01-10T13:47:00+00:00,2025-01-10 07:47,CLOSED,MISSED RECYCLING SERVICE ON 1/8,ENVIRONMENTAL SERVICES,RECYCLING,DES - RECYCLING,56,资源回收,已关闭,回收、资源回收、可回收物,事项类别：资源回收；关键词：回收、资源回收、可回收物；事项状态：已关闭,RECYCLING MISSED RECYCLING SERVICE MISSED RECYCLING SERVICE ON 1/8 ENVIRONMENTAL SERVICES RECYCLING,retrieval
br311-1-1103067,1,Closed Status,1103067,ROAD MAINTENANCE ISSUES,POTHOLE,14622 JAMESTOWN BLVD,BATON ROUGE,2025-01-10T01:55:00+00:00,2025-01-13T19:25:00+00:00,2025-01-13 13:25,CLOSED,POT HOLE,MAINTENANCE,STREET MAINTENANCE,DOM - STREET MAINTENANCE,64,道路维护,已关闭,道路、路面、坑洞、道路维护,事项类别：道路维护；关键词：道路、路面、坑洞、道路维护；事项状态：已关闭,ROAD MAINTENANCE ISSUES POTHOLE POT HOLE MAINTENANCE STREET MAINTENANCE,retrieval
